%fichier profil: xtu10
41 40


 0.00110	0.32520
 0.06230	0.79760
 0.19130	1.28950
 0.39120	1.79800
 0.66440	2.32300
 1.01200	2.86720
 1.42720	3.44100
 1.91640	4.04490
 2.49820	4.67140
 3.18980	5.30990
 4.00650	5.95050
 4.96230	6.58050
 6.07660	7.17910
 7.37560	7.72110
 8.89560	8.19650
 10.68130	8.60760
 12.76910	8.95650
 15.17870	9.23180
 17.87520	9.42320
 20.78340	9.49700
 23.89290	9.42310
 27.25820	9.20580
 30.89560	8.88110
 34.73710	8.47530
 38.72270	8.00870
 42.80240	7.49800
 46.94820	6.95410
 51.13020	6.39410
 55.30470	5.83370
 59.47950	5.27280
 63.64690	4.71140
 67.80450	4.14310
 71.95710	3.56660
 76.12630	2.98750
 80.27290	2.41960
 84.37370	1.87930
 88.39360	1.37390
 92.21580	0.91580
 95.64210	0.52360
 98.46870	0.21110
 100.00000	0.04700

 0.00110	0.32520
 0.01000	-0.13330
 0.10080	-0.59660
 0.29480	-1.04940
 0.60080	-1.47190
 1.00730	-1.85860
 1.50590	-2.21380
 2.10220	-2.53970
 2.80500	-2.85010
 3.63800	-3.15450
 4.63540	-3.47340
 5.85490	-3.82250
 7.38440	-4.23000
 9.33010	-4.72670
 11.79040	-5.31360
 14.80130	-5.97710
 18.25990	-6.70450
 21.87970	-7.44230
 25.40800	-8.10050
 28.76270	-8.63120
 31.96340	-9.00520
 35.07690	-9.21750
 38.17230	-9.26560
 41.33650	-9.14660
 44.65290	-8.87610
 48.16620	-8.47070
 51.89270	-7.95400
 55.79980	-7.35850
 59.83220	-6.71120
 63.92380	-6.03550
 68.05970	-5.33630
 72.21500	-4.62360
 76.35170	-3.90610
 80.45600	-3.19270
 84.51220	-2.50240
 88.48890	-1.84270
 92.28180	-1.23310
 95.67220	-0.70260
 98.47520	-0.27490
 100.00000	-0.04700
