P035
 0.00000    0.00000
 0.00067    0.00418
 0.00197    0.00880
 0.00393    0.01399
 0.00659    0.01990
 0.01018    0.02669
 0.01510    0.03442
 0.02000    0.04075
 0.02183    0.04311
 0.03087    0.05263
 0.04265    0.06265
 0.05730    0.07261
 0.07468    0.08182
 0.09450    0.08971
 0.11647    0.09593
 0.14000    0.10024
 0.14039    0.10031
 0.16624    0.10277
 0.19421    0.10342
 0.22451    0.10252
 0.25711    0.10052
 0.29094    0.09791
 0.32516    0.09476
 0.35958    0.09111
 0.39412    0.08703
 0.42881    0.08249
 0.46379    0.07761
 0.49897    0.07247
 0.53414    0.06723
 0.56943    0.06194
 0.60480    0.05673
 0.64025    0.05161
 0.67574    0.04655
 0.71128    0.04154
 0.74686    0.03654
 0.75000    0.03609
 0.78211    0.03158
 0.80000    0.02906
 0.81762    0.02658
 0.85326    0.02153
 0.88874    0.01648
 0.92371    0.01145
 0.95680    0.00664
 0.98509    0.00249
 1.00000    0.00000
 0.00000    0.00000
 0.00002   -0.00388
 0.00107   -0.00781
 0.00330   -0.01166
 0.00670   -0.01528
 0.01132   -0.01857
 0.01730   -0.02159
 0.02000   -0.02262
 0.02498   -0.02453
 0.03509   -0.02770
 0.04890   -0.03167
 0.06000   -0.03474
 0.06806   -0.03698
 0.08000   -0.04003
 0.09350   -0.04348
 0.12368   -0.05084
 0.14000   -0.05456
 0.15619   -0.05824
 0.18952   -0.06539
 0.22245   -0.07196
 0.25479   -0.07755
 0.28695   -0.08212
 0.31896   -0.08570
 0.35045   -0.08823
 0.38120   -0.08947
 0.41141   -0.08923
 0.44187   -0.08735
 0.47344   -0.08407
 0.50615   -0.07968
 0.53995   -0.07449
 0.57454   -0.06878
 0.60948   -0.06288
 0.64446   -0.05707
 0.67931   -0.05142
 0.71000   -0.04660
 0.71443   -0.04590
 0.74972   -0.04043
 0.75000   -0.04038
 0.78487   -0.03486
 0.81994   -0.02908
 0.85495   -0.02325
 0.88989   -0.01764
 0.92455   -0.01225
 0.95720   -0.00717
 0.98508   -0.00271
 0.99989   -0.00029
 1.00000    0.00000
